full_name,title,company,bio,talk_title,photo_url,social_links,event,source_category
Dr Andreas Ditsche,CEO,iGaming.com Group GmbH,"Dr. Andreas Ditsche is CEO of iGaming.com Group GmbH, a leading global affiliate company in the regulated online gambling industry. With a dual background in management academia and executive leadership, he brings a unique perspective to the intersection of ethics, digital innovation and regulated markets. As a university professor, Dr. Ditsche lectures on innovation management, entrepreneurship and business ethics, focusing on responsible leadership in complex environments. He is a vocal advocate for player protection and sustainable industry practices.",,https://tickets.sigma.world/img/speakers/tmp/speaker-1829-1759150939.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
James Spiteri Staines,Director,Beacon Finance,"James Spiteri Staines began his career in the financial sector at 19 with a Big 4 audit firm, qualifying as an ACCA in 2014 and obtaining audit and accounting warrants. He later joined a major CSP, expanding his accounting expertise with national and international clients. In 2018 he became a sole practitioner providing audit and accounting services, before co-founding Beacon Finance Ltd in 2020, where he now serves as Accounts and Payroll Director.",,https://tickets.sigma.world/img/speakers/tmp/speaker-1747-1758198969.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Maurizio Soccodato,Founder & CEO,Global Lab,"Maurizio Soccodato is an Italian entrepreneur with over 30 years of experience in technology and gaming. He is the CEO and founder of Global Lab Ltd, a leading international testing laboratory with offices in Malta, Romania, South Afria and Brazil. Known for his focus on quality, innovation and client growth, Maurizio has driven global expansion and aims to make certifications more transparent and accessible across the gaming industry.",,https://tickets.sigma.world/img/speakers/tmp/speaker-830-1758274608.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Wojtek Sznapka,Co-Founder & CEO,Gamblitude.ai,"Wojtek Sznapka is CEO and Co-Founder of Gamblitude, bringing two decades of tech experience, including 11 years in iGaming, to his leadership role. His passion lies in solving complex industry problems using Big Data and AI. After 11 years working on the operator side, he co-founded Gamblitude to solve the iGaming industry's common data analytics problem by democratising data and using cutting edge cloud technologies and AI. Previously, as CTO at STS Gaming Group, he developed expertise in Data Warehouse design and scalable microservice systems.",,https://tickets.sigma.world/img/speakers/tmp/speaker-1831-1759233109.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Nathalie Oestmann,Partner,Mangosteen Advisory,"Nathalie Oestmann is a seasoned scale-up operations executive and LinkedIn Top Voice with deep expertise in Fintech, Payments, and Web3. An experienced operator and investor, she has served as COO at Outlier Ventures, a leading Web3 accelerator and at Curve OS, a payments wallet fintech. Previously, she was GM of Samsung Pay Europe, launching its mobile payments solution across the continent. Nathalie is currently a Partner at Mangosteen Advisory, supporting VC- and PE-backed startups in achieving their scaling goals.",,https://tickets.sigma.world/img/speakers/tmp/speaker-1689-1757595870.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Giulio Coraggio,Partner,DLA Piper Partner,"Giulio Coraggio is Partner and Head of the Intellectual Property & Technology department in Italy, as well as Global Co-Chair of the firm’s Gaming & Gambling group. Dual-qualified in Italy and in England and Wales, he has over 20 years of experience advising multinational companies on IT, eCommerce, data protection, cybersecurity, and gaming and gambling matters. Giulio is recognized for his problem-solving approach, with notable expertise in data compliance, cyberattacks, international technology agreements, and emerging areas such as AI, NFTs, the metaverse, and cryptocurrency.",,https://tickets.sigma.world/img/speakers/tmp/speaker-817-1758288587.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Keith Geary,Director of Casino,Game Lounge,"Keith Geary is Director of Casino at Game Lounge, a seasoned casino and affiliate leader with deep expertise in the global gaming industry. With over 15 years of experience, he has driven acquisition, product development and CRM strategies for major gaming brands, including Playtech, Camelot and Game Lounge. Keith specialises in using market data, UX/UI optimisation and AI driven solutions to maximise player conversion and engagement. His strategic vision has consistently delivered measurable growth.",,https://tickets.sigma.world/img/speakers/tmp/speaker-1846-1759319819.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Giusy Campo,Business Development Director,Groovetech,"Giusy Campo is driving global client growth and expanding market reach. With seven years at GLI Gaming Labs, she brings deep expertise in compliance and regulations across multiple regulated markets, coupled with strong skills in sales, customer engagement, and relationship-building. Originally from Italy and now based in Dubai, Giusy holds a degree in Clinical Psychology, which enhances her ability to connect with clients and deliver tailored solutions. She began her iGaming career at age 20 with an Italian online casino and later Snai, gaining extensive industry insights that inform her strategic approach today.",,https://tickets.sigma.world/img/speakers/tmp/speaker-491-1759319970.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Tamas Kusztos,СCО,Playson,"Tamas Kusztos is responsible for overseeing Playson’s commercial strategy. With over a decade of iGaming experience, Kusztoz supports the company’s ambitious growth expansion with his versatile expertise and diverse leadership skills. An expert in commercial development and strategy, he plays a crucial role by setting data-driven goals for the company and delivering strong results that reinforce Playson’s presence in more than 25 regulated markets.",,https://tickets.sigma.world/img/speakers/tmp/speaker-1698-1757667285.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Mauro Miceli,Director of Operations,Betstarters,"Mauro is the Director of Operations at Betstarters, with extensive experience driving efficiency, optimising processes, and leading high-performing teams in the iGaming industry. Previously, he was Operations Manager at GM Gaming/BETWAY, where he managed cross-functional teams, streamlined workflows, and implemented data-driven strategies that enhanced productivity, reduced costs, and maximised revenue growth. Specialising in strategic planning, risk management, compliance, customer experience optimisation, business development, and process automation, Mauro thrives in fast-paced environments.",,https://tickets.sigma.world/img/speakers/tmp/speaker-1941-1760104710.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Tamara Novitović,Head of SEO,Bazoom Group,"Tamara Novitović is Head of SEO at Bazoom Group, a global media marketplace for operators and affiliates. She helps new brands, enterprise operators and affiliates scale traffic and visibility through advanced link-building, local SEO and strategies that strengthen brand presence and AI search. An experienced industry speaker at events like BrightonSEO and SiGMA, Tamara shares insights on building authority, adapting to search changes and driving sustainable growth in the iGaming space.",,https://tickets.sigma.world/img/speakers/tmp/speaker-760-1757947408.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Yaroslav Babych,CCO,ZM Team,"Yaroslav Babych is the CCO of ZM, iGaming media group. He has over 3 years of experience in traffic monetisation and apps rental service management. He has built a powerful team of BDMs, Account and Sales managers and optimised the work of the commercial department. Led by Yaroslav, the commercial department successfully covers all the requests of 100+ Media buyers and collaborates with more than 500 direct advertisers, resulting in monthly profits of millions of dollars.",,https://tickets.sigma.world/img/speakers/tmp/speaker-579-1757667219.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Jaguar-Adva Gal,CEO,Jaguar Reg&Comp,"Jaguar Adva Gal, Adv. CPA, CEO of Jaguar Lawyers, has many years experience managing international strategic investments in startups, wide-ranging investment and portfolio management for the world's largest venture capital fund: Intel Capital. Jaguar Lawyers Firm leads international business law consulting, including building companies contractual structure, international licensing, regulatory compliance, and court litigation, as well as legal financial arbitration.",,https://tickets.sigma.world/img/speakers/tmp/speaker-147-1757073948.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Mark Curmi,Non-Executive Director,Sparkasse Bank Malta,"Mark Curmi is an established financial services professional with over 20 years experience in financial services through various roles at International Credit Institutions, BIG 4 Advisory Firm and Fintech outfits. He is currently the CEO and Executive at Trumia Ltd and member of the Institute of Financial Services Practitioners (ISFP) in Malta, the Malta Chamber of Commerce and the SME Chamber. Prior to joining Trumia Ltd, Mr. Curmi was heavily involved in the establishment of fintech outfit Andaria Financial Services Ltd, an EMI/ASPSP based in Malta and the UK.",,https://tickets.sigma.world/img/speakers/tmp/speaker-1697-1757600769.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
